?x	?p	?label
<http://iec.ch/TC57/CIM100#UnderexcLimIEEE2.vulmax>	<http://www.w3.org/2004/02/skos/core#definition>	"UEL output maximum limit (<i>V</i><i><sub>ULMAX</sub></i>) (&gt; UnderexcLimIEEE2.vulmin).  Typical value = 0,25."@en
<http://iec.ch/TC57/CIM100#UnderexcLimIEEE2.vulmin>	<http://www.w3.org/2004/02/skos/core#definition>	"UEL output minimum limit (<i>V</i><i><sub>ULMIN</sub></i>) (&lt; UnderexcLimIEEE2.vulmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX1.k>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit slope (<i>K</i>) (&gt; 0)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX1.kf2>	<http://www.w3.org/2004/02/skos/core#definition>	"Differential gain (<i>K</i><i><sub>F2</sub></i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX1.km>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit gain (<i>K</i><i><sub>M</sub></i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX1.melmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit value (<i>MELMAX</i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX1.tf2>	<http://www.w3.org/2004/02/skos/core#definition>	"Differential time constant (<i>T</i><i><sub>F2</sub></i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX1.tm>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit time constant (<i>T</i><i><sub>M</sub></i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.kf2>	<http://www.w3.org/2004/02/skos/core#definition>	"Differential gain (<i>K</i><i><sub>F2</sub></i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.km>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit gain (<i>K</i><i><sub>M</sub></i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.melmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit value (<i>MELMAX</i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.qo>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation centre setting (<i>Q</i><i><sub>O</sub></i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.r>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation radius (<i>R</i>)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.tf2>	<http://www.w3.org/2004/02/skos/core#definition>	"Differential time constant (<i>T</i><i><sub>F2</sub></i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#UnderexcLimX2.tm>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum excitation limit time constant (<i>T</i><i><sub>M</sub></i>) (&gt;= 0)."@en
<http://iec.ch/TC57/CIM100#VAdjIEEE.adjslew>	<http://www.w3.org/2004/02/skos/core#definition>	"Rate at which output of adjuster changes (<i>ADJ_SLEW</i>).  Unit = s / PU.  Typical value = 300."@en
<http://iec.ch/TC57/CIM100#VAdjIEEE.taoff>	<http://www.w3.org/2004/02/skos/core#definition>	"Time that adjuster pulses are off (<i>T</i><i><sub>AOFF</sub></i>) (&gt;= 0).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#VAdjIEEE.taon>	<http://www.w3.org/2004/02/skos/core#definition>	"Time that adjuster pulses are on (<i>T</i><i><sub>AON</sub></i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#VAdjIEEE.vadjf>	<http://www.w3.org/2004/02/skos/core#definition>	"Set high to provide a continuous raise or lower (<i>V</i><i><sub>ADJF</sub></i>)."@en
<http://iec.ch/TC57/CIM100#VAdjIEEE.vadjmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum output of the adjuster (<i>V</i><i><sub>ADJMAX</sub></i>) (&gt; VAdjIEEE.vadjmin).  Typical value = 1,1."@en
<http://iec.ch/TC57/CIM100#VAdjIEEE.vadjmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum output of the adjuster (<i>V</i><i><sub>ADJMIN</sub></i>) (&lt; VAdjIEEE.vadjmax).  Typical value = 0,9."@en
<http://iec.ch/TC57/CIM100#VCompIEEEType1.rc>	<http://www.w3.org/2004/02/skos/core#definition>	"<font color=\"#0f0f0f\">Resistive component of compensation of a generator (<i>Rc</i>) (&gt;= 0).</font>"@en
<http://iec.ch/TC57/CIM100#VCompIEEEType1.tr>	<http://www.w3.org/2004/02/skos/core#definition>	"<font color=\"#0f0f0f\">Time constant which is used for the combined voltage sensing and compensation signal (<i>Tr</i>) (&gt;= 0).</font>"@en
<http://iec.ch/TC57/CIM100#VCompIEEEType1.xc>	<http://www.w3.org/2004/02/skos/core#definition>	"<font color=\"#0f0f0f\">Reactive component of compensation of a generator (<i>Xc</i>) (&gt;= 0).</font>"@en
<http://iec.ch/TC57/CIM100#VCompIEEEType2.tr>	<http://www.w3.org/2004/02/skos/core#definition>	"<font color=\"#0f0f0f\">Time constant which is used for the combined voltage sensing and compensation signal (<i>Tr</i>) (&gt;= 0).</font>"@en
<http://iec.ch/TC57/CIM100#WindAeroOneDimIEC.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Aerodynamic gain (<i>k</i><i><sub>a</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroOneDimIEC.thetaomega>	<http://www.w3.org/2004/02/skos/core#definition>	"Initial pitch angle (<i>theta</i><i><sub>omega0</sub></i>). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.dpomega>	<http://www.w3.org/2004/02/skos/core#definition>	"Partial derivative of aerodynamic power with respect to changes in WTR speed (<i>dp</i><i><sub>omega</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.dptheta>	<http://www.w3.org/2004/02/skos/core#definition>	"Partial derivative of aerodynamic power with respect to changes in pitch angle (<i>dp</i><i><sub>theta</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.dpv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Partial derivative (<i>dp</i><i><sub>v1</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.omegazero>	<http://www.w3.org/2004/02/skos/core#definition>	"Rotor speed if the wind turbine is not derated (<i>omega</i><i><sub>0</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.pavail>	<http://www.w3.org/2004/02/skos/core#definition>	"Available aerodynamic power (<i>p</i><i><sub>avail</sub></i><i>)</i>. It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.thetav2>	<http://www.w3.org/2004/02/skos/core#definition>	"Blade angle at twice rated wind speed (<i>theta</i><i><sub>v2</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindAeroTwoDimIEC.thetazero>	<http://www.w3.org/2004/02/skos/core#definition>	"Pitch angle if the wind turbine is not derated (<i>theta</i><i><sub>0</sub></i>). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.imax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum continuous current at the wind turbine terminals (<i>i</i><i><sub>max</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.imaxdip>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum current during voltage dip at the wind turbine terminals (<i>i</i><i><sub>maxdip</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.kpqu>	<http://www.w3.org/2004/02/skos/core#definition>	"Partial derivative of reactive current limit (<i>K</i><i><sub>pqu</sub></i>) versus voltage. It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.mdfslim>	<http://www.w3.org/2004/02/skos/core#definition>	"\nLimitation of type 3 stator current (<i>M</i><i><sub>DFSLim</sub></i>). <i>M</i><i><sub>DFSLim</sub></i><sub> </sub>= 1 for wind turbines type 4. It is a type-dependent parameter.\nfalse= total current limitation (0 in the IEC model)\ntrue=stator current limitation (1 in the IEC model).\n\n\t"@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.mqpri>	<http://www.w3.org/2004/02/skos/core#definition>	"\nPrioritisation of Q control during UVRT (<i>M</i><i><sub>qpri</sub></i>). It is a project-dependent parameter.\ntrue = reactive power priority (1 in the IEC model)\nfalse = active power priority (0 in the IEC model).\n\t"@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.tufiltcl>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage measurement filter time constant (<i>T</i><i><sub>ufiltcl</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContCurrLimIEC.upqumax>	<http://www.w3.org/2004/02/skos/core#definition>	"Wind turbine voltage in the operation point where zero reactive current can be delivered (<i>u</i><i><sub>pqumax</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.dpmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum wind turbine power ramp rate (<i>dp</i><i><sub>max</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.dprefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum ramp rate of wind turbine reference power (<i>dp</i><i><sub>refmax</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.dprefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum ramp rate of wind turbine reference power (<i>dp</i><i><sub>refmin</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.dthetamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Ramp limitation of torque, required in some grid codes (<i>dt</i><i><sub>max</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.dthetamaxuvrt>	<http://www.w3.org/2004/02/skos/core#definition>	"Limitation of torque rise rate during UVRT (<i>dtheta</i><i><sub>maxUVRT</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.kdtd>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain for active drive train damping (<i>K</i><i><sub>DTD</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.kip>	<http://www.w3.org/2004/02/skos/core#definition>	"PI controller integration parameter (<i>K</i><sub>Ip</sub>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.kpp>	<http://www.w3.org/2004/02/skos/core#definition>	"PI controller proportional gain (<i>K</i><sub>Pp</sub>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.mpuvrt>	<http://www.w3.org/2004/02/skos/core#definition>	"\nEnable UVRT power control mode (<i>M</i><i><sub>pUVRT</sub></i><sub>)</sub>.  It is a project-dependent parameter.\ntrue = voltage control (1 in the IEC model)\nfalse = reactive power control (0 in the IEC model).\n\n\t"@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.omegadtd>	<http://www.w3.org/2004/02/skos/core#definition>	"Active drive train damping frequency (<i>omega</i><i><sub>DTD</sub></i>). It can be calculated from two mass model parameters. It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.omegaoffset>	<http://www.w3.org/2004/02/skos/core#definition>	"Offset to reference value that limits controller action during rotor speed changes (<i>omega</i><i><sub>offset</sub></i>). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.pdtdmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum active drive train damping power (<i>p</i><sub>DTDmax</sub>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.tdvs>	<http://www.w3.org/2004/02/skos/core#definition>	"Time<sub> </sub>delay after deep voltage sags (<i>T</i><i><sub>DVS</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.thetaemin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum electrical generator torque (<i>t</i><sub>emin</sub>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.thetauscale>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage scaling factor of reset-torque (<i>t</i><sub>uscale</sub>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.tomegafiltp3>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for generator speed measurement (<i>T</i><sub>omegafiltp3</sub>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.tomegaref>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant in speed reference filter (<i>T</i><sub>omega,ref</sub>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.tpfiltp3>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for power measurement (<i>T</i><sub>pfiltp3</sub>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.tpord>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant in power order lag (<i>T</i><sub>pord</sub>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.tufiltp3>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for voltage measurement (<i>T</i><sub>ufiltp3</sub>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.udvs>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage limit for hold UVRT status after deep voltage sags (<i>u</i><i><sub>DVS</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.updip>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage dip threshold for P-control (<i>u</i><sub>Pdip</sub>).  Part of turbine control, often different (e.g 0.8) from converter thresholds. It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType3IEC.zeta>	<http://www.w3.org/2004/02/skos/core#definition>	"Coefficient for active drive train damping (<i>zeta</i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4aIEC.dpmaxp4a>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum wind turbine power ramp rate (<i>dp</i><i><sub>maxp4A</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4aIEC.tpordp4a>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant in power order lag (<i>T</i><i><sub>pordp4A</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4aIEC.tufiltp4a>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage measurement filter time constant (<i>T</i><i><sub>ufiltp4A</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4bIEC.dpmaxp4b>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum wind turbine power ramp rate (<i>dp</i><i><sub>maxp4B</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4bIEC.tpaero>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant in aerodynamic power response (<i>T</i><i><sub>paero</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4bIEC.tpordp4b>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant in power order lag (<i>T</i><i><sub>pordp4B</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPType4bIEC.tufiltp4b>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage measurement filter time constant (<i>T</i><i><sub>ufiltp4B</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.dthetamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum pitch positive ramp rate (<i>dtheta</i><i><sub>max</sub></i>) (&gt; WindContPitchAngleIEC.dthetamin). It is a type-dependent parameter. Unit = degrees / s. "@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.dthetamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum pitch negative ramp rate (<i>dtheta</i><i><sub>min</sub></i><i>)</i> (&lt; WindContPitchAngleIEC.dthetamax). It is a type-dependent parameter. Unit = degrees / s. "@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.kic>	<http://www.w3.org/2004/02/skos/core#definition>	"Power PI controller integration gain (<i>K</i><i><sub>Ic</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.kiomega>	<http://www.w3.org/2004/02/skos/core#definition>	"Speed PI controller integration gain (<i>K</i><i><sub>Iomega</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.kpc>	<http://www.w3.org/2004/02/skos/core#definition>	"Power PI controller proportional gain (<i>K</i><i><sub>Pc</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.kpomega>	<http://www.w3.org/2004/02/skos/core#definition>	"Speed PI controller proportional gain (<i>K</i><i><sub>Pomega</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.kpx>	<http://www.w3.org/2004/02/skos/core#definition>	"Pitch cross coupling gain (<i>K</i><i><sub>PX</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.thetamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum pitch angle (<i>theta</i><i><sub>max</sub></i>) (&gt; WindContPitchAngleIEC.thetamin). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.thetamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum pitch angle (<i>theta</i><i><sub>min</sub></i>) (&lt; WindContPitchAngleIEC.thetamax). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContPitchAngleIEC.ttheta>	<http://www.w3.org/2004/02/skos/core#definition>	"Pitch time constant (<i>ttheta</i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.iqh1>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum reactive current injection during dip (<i>i</i><i><sub>qh1</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.iqmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum reactive current injection (<i>i</i><i><sub>qmax</sub></i>) (&gt; WindContQIEC.iqmin). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.iqmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum reactive current injection (<i>i</i><i><sub>qmin</sub></i>) (&lt; WindContQIEC.iqmax). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.iqpost>	<http://www.w3.org/2004/02/skos/core#definition>	"Post fault reactive current injection (<i>i</i><i><sub>qpost</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.kiq>	<http://www.w3.org/2004/02/skos/core#definition>	"Reactive power PI controller integration gain (<i>K</i><i><sub>I,q</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.kiu>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage PI controller integration gain (<i>K</i><i><sub>I,u</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.kpq>	<http://www.w3.org/2004/02/skos/core#definition>	"Reactive power PI controller proportional gain (<i>K</i><i><sub>P,q</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.kpu>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage PI controller proportional gain (<i>K</i><i><sub>P,u</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.kqv>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage scaling factor for UVRT current (<i>K</i><i><sub>qv</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.rdroop>	<http://www.w3.org/2004/02/skos/core#definition>	"Resistive component of voltage drop impedance (<i>r</i><i><sub>droop</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.tpfiltq>	<http://www.w3.org/2004/02/skos/core#definition>	"Power measurement filter time constant (<i>T</i><i><sub>pfiltq</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.tpost>	<http://www.w3.org/2004/02/skos/core#definition>	"Length of time period where post fault reactive power is injected (<i>T</i><i><sub>post</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.tqord>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant in reactive power order lag (<i>T</i><i><sub>qord</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.tufiltq>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage measurement filter time constant (<i>T</i><i><sub>ufiltq</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.udb1>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage deadband lower limit (<i>u</i><i><sub>db1</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.udb2>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage deadband upper limit (<i>u</i><i><sub>db2</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.umax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage in voltage PI controller integral term (<i>u</i><i><sub>max</sub></i>) (&gt; WindContQIEC.umin). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.umin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage in voltage PI controller integral term (<i>u</i><i><sub>min</sub></i>) (&lt; WindContQIEC.umax). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.uqdip>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage threshold for UVRT detection in Q control (<i>u</i><i><sub>qdip</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.uref0>	<http://www.w3.org/2004/02/skos/core#definition>	"User-defined bias in voltage reference (<i>u</i><i><sub>ref0</sub></i>). It is a case-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.windQcontrolModesType>	<http://www.w3.org/2004/02/skos/core#definition>	"Types of general wind turbine Q control modes (<i>M</i><i><sub>qG</sub></i>).  It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.windUVRTQcontrolModesType>	<http://www.w3.org/2004/02/skos/core#definition>	"Types of UVRT Q control modes (<i>M</i><i><sub>qUVRT</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQIEC.xdroop>	<http://www.w3.org/2004/02/skos/core#definition>	"Inductive component of voltage drop impedance (<i>x</i><i><sub>droop</sub></i>) (&gt;= 0). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQLimIEC.qmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum reactive power (<i>q</i><i><sub>max</sub></i>) (&gt; WindContQLimIEC.qmin). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQLimIEC.qmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum reactive power (<i>q</i><i><sub>min</sub></i>) (&lt; WindContQLimIEC.qmax). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQPQULimIEC.tpfiltql>	<http://www.w3.org/2004/02/skos/core#definition>	"Power measurement filter time constant for Q capacity (<i>T</i><i><sub>pfiltql</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContQPQULimIEC.tufiltql>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage measurement filter time constant for Q capacity (<i>T</i><i><sub>ufiltql</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.kirr>	<http://www.w3.org/2004/02/skos/core#definition>	"Integral gain in rotor resistance PI controller (<i>K</i><i><sub>Irr</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.komegafilt>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter gain for generator speed measurement (<i>K</i><i><sub>omegafilt</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.kpfilt>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter gain for power measurement (<i>K</i><i><sub>pfilt</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.kprr>	<http://www.w3.org/2004/02/skos/core#definition>	"Proportional gain in rotor resistance PI controller (<i>K</i><i><sub>Prr</sub></i>). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.rmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum rotor resistance (<i>r</i><i><sub>max</sub></i>) (&gt; WindContRotorRIEC.rmin). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.rmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum rotor resistance (<i>r</i><i><sub>min</sub></i>) (&lt; WindContRotorRIEC.rmax). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.tomegafiltrr>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for generator speed measurement (<i>T</i><i><sub>omegafiltrr</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindContRotorRIEC.tpfiltrr>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant for power measurement (<i>T</i><i><sub>pfiltrr</sub></i>) (&gt;= 0). It is a type-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindDynamicsLookupTable.input>	<http://www.w3.org/2004/02/skos/core#definition>	"Input value (<i>x</i>) for the lookup table function."@en
<http://iec.ch/TC57/CIM100#WindDynamicsLookupTable.output>	<http://www.w3.org/2004/02/skos/core#definition>	"Output value (<i>y</i>) for the lookup table function."@en
<http://iec.ch/TC57/CIM100#WindDynamicsLookupTable.sequence>	<http://www.w3.org/2004/02/skos/core#definition>	"Sequence numbers of the pairs of the input (<i>x</i>) and the output (<i>y</i>) of the lookup table function."@en
<http://iec.ch/TC57/CIM100#WindGenType3IEC.dipmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum active current ramp rate (<i>di</i><i><sub>pmax</sub></i>). It is a project-dependent parameter."@en
<http://iec.ch/TC57/CIM100#WindGenType3IEC.diqmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum reactive current ramp rate (<i>di</i><i><sub>qmax</sub></i>). It is a project-dependent parameter."@en
